"","stdistdecade","cycle","stateabrev","distnamez","distz","dem_share","dem_share_imputed","pres_dem_prop","pres_dem_prop_2012","pres_dem_prop_2016","pres_dem_prop_2020","incumb","gov_sen_dem_prop","party_winner","chamber"
"5644","ct8003",1992,"ct","","8",0.313216003222801,0.313216003222801,0.506895482540131,NA,NA,NA,-1,NA,"r","state_senate"
"5645","ct8003",1994,"ct","","8",0.32431928384931,0.32431928384931,0.506895482540131,NA,NA,NA,-1,NA,"r","state_senate"
"5646","ct8003",1996,"ct","","8",0.311074955370257,0.311074955370257,0.506895482540131,NA,NA,NA,-1,NA,"r","state_senate"
"5647","ct8003",1998,"ct","","8",0.335792269105931,0.335792269105931,0.506895482540131,NA,NA,NA,0,NA,"r","state_senate"
"5648","ct8003",2000,"ct","","8",0,0.363145286461377,0.506895482540131,NA,NA,NA,-1,NA,"r","state_senate"
"5649","ct8004",2002,"ct","","8",0.326546617199047,0.326546617199047,0.522960730670597,NA,NA,NA,-1,NA,"r","state_senate"
"5650","ct8004",2004,"ct","","8",0.341347265245735,0.341347265245735,0.522960730670597,NA,NA,NA,-1,NA,"r","state_senate"
"5651","ct8004",2006,"ct","","8",0.495209502675891,0.495209502675891,0.522960730670597,NA,NA,NA,-1,NA,"r","state_senate"
"5652","ct8004",2008,"ct","","8",0.46804675118859,0.46804675118859,0.522960730670597,NA,NA,NA,0,NA,"r","state_senate"
"5653","ct8004",2010,"ct","","8",0.346809089335608,0.346809089335608,0.522960730670597,NA,NA,NA,-1,NA,"r","state_senate"
"5654","ct8005",2012,"ct","","8",0.39968823727671,0.39968823727671,0.515998596168881,0.486130249835241,0.504780731835236,0.557084806836165,-1,NA,"r","state_senate"
"5655","ct8005",2014,"ct","","8",0.367042290865703,0.367042290865703,0.515998596168881,0.486130249835241,0.504780731835236,0.557084806836165,-1,NA,"r","state_senate"
"5656","ct8005",2016,"ct","","8",0.356640479595635,0.356640479595635,0.515998596168881,0.486130249835241,0.504780731835236,0.557084806836165,-1,NA,"r","state_senate"
"5657","ct8005",2018,"ct","","8",0.431980906921241,0.431980906921241,0.515998596168881,0.486130249835241,0.504780731835236,0.557084806836165,-1,NA,"r","state_senate"
"5658","ct8005",2020,"ct","","8",0.474488983275816,0.474488983275816,0.515998596168881,0.486130249835241,0.504780731835236,0.557084806836165,-1,NA,"r","state_senate"
"5659","ct8006",2022,"ct","","8",0.498645815131924,0.498645815131924,0.557160651880558,NA,NA,NA,0,NA,"r","state_senate"
"5660","ct8006",2024,"ct","","8",0.50277097340213,0.50277097340213,0.557160651880558,NA,NA,NA,0,NA,"d","state_senate"
"5661","ct9001",1972,"ct","","9",0.415944655644947,0.415944655644947,0.50538631695521,NA,NA,NA,0,0.606440347449044,"r","state_senate"
"5662","ct9001",1974,"ct","","9",0.602991042056784,0.602991042056784,0.50538631695521,NA,NA,NA,0,0.606440347449044,"d","state_senate"
"5663","ct9001",1976,"ct","","9",0.4533702677747,0.4533702677747,0.50538631695521,NA,NA,NA,0,0.606440347449044,"r","state_senate"
"5664","ct9001",1978,"ct","","9",0.542528147389969,0.542528147389969,0.50538631695521,NA,NA,NA,0,0.606440347449044,"d","state_senate"
"5665","ct9001",1980,"ct","","9",0.506102157657749,0.506102157657749,0.50538631695521,NA,NA,NA,1,0.606440347449044,"d","state_senate"
"5666","ct9002",1982,"ct","","9",0.543176855895196,0.543176855895196,0.49148000485523,NA,NA,NA,0,0.57745432225233,"d","state_senate"
"5667","ct9002",1984,"ct","","9",0.49160753713906,0.49160753713906,0.49148000485523,NA,NA,NA,0,0.57745432225233,"r","state_senate"
"5668","ct9002",1986,"ct","","9",0.56174903649966,0.56174903649966,0.49148000485523,NA,NA,NA,0,0.57745432225233,"d","state_senate"
"5669","ct9002",1988,"ct","","9",0.540377819466864,0.540377819466864,0.49148000485523,NA,NA,NA,1,0.57745432225233,"d","state_senate"
"5670","ct9002",1990,"ct","","9",0.585099301009653,0.585099301009653,0.49148000485523,NA,NA,NA,1,0.57745432225233,"d","state_senate"
"5671","ct9003",1992,"ct","","9",0.368534822453897,0.368534822453897,0.649434268474579,NA,NA,NA,0,NA,"r","state_senate"
"5672","ct9003",1994,"ct","","9",0.53767084604089,0.53767084604089,0.649434268474579,NA,NA,NA,0,NA,"d","state_senate"
"5673","ct9003",1996,"ct","","9",0.554073966712564,0.554073966712564,0.649434268474579,NA,NA,NA,1,NA,"d","state_senate"
"5674","ct9003",1998,"ct","","9",0.689912983382025,0.689912983382025,0.649434268474579,NA,NA,NA,1,NA,"d","state_senate"
"5675","ct9003",2000,"ct","","9",0.726682668756736,0.726682668756736,0.649434268474579,NA,NA,NA,1,NA,"d","state_senate"
"5676","ct9004",2002,"ct","","9",0.696806989674345,0.696806989674345,0.617022426597305,NA,NA,NA,1,NA,"d","state_senate"
"5677","ct9004",2004,"ct","","9",0.610226999102511,0.610226999102511,0.617022426597305,NA,NA,NA,1,NA,"d","state_senate"
"5678","ct9004",2006,"ct","","9",0.591652205680884,0.591652205680884,0.617022426597305,NA,NA,NA,0,NA,"d","state_senate"
"5679","ct9004",2008,"ct","","9",0.577758160455682,0.577758160455682,0.617022426597305,NA,NA,NA,1,NA,"d","state_senate"
"5680","ct9004",2010,"ct","","9",0.611232263728794,0.611232263728794,0.617022426597305,NA,NA,NA,1,NA,"d","state_senate"
"5681","ct9005",2012,"ct","","9",0.671460330693344,0.671460330693344,0.597605973988374,0.611959777492512,0.576335717290703,0.604522427181908,1,NA,"d","state_senate"
"5682","ct9005",2014,"ct","","9",0.630980189909899,0.630980189909899,0.597605973988374,0.611959777492512,0.576335717290703,0.604522427181908,1,NA,"d","state_senate"
"5683","ct9005",2016,"ct","","9",0.63296159669062,0.63296159669062,0.597605973988374,0.611959777492512,0.576335717290703,0.604522427181908,1,NA,"d","state_senate"
"5684","ct9005",2018,"ct","","9",0.578457795692513,0.578457795692513,0.597605973988374,0.611959777492512,0.576335717290703,0.604522427181908,0,NA,"d","state_senate"
"5685","ct9005",2020,"ct","","9",0.576623860040945,0.576623860040945,0.597605973988374,0.611959777492512,0.576335717290703,0.604522427181908,1,NA,"d","state_senate"
"5686","ct9006",2022,"ct","","9",0.555807732836184,0.555807732836184,0.59771313862867,NA,NA,NA,1,NA,"d","state_senate"
"5687","ct9006",2024,"ct","","9",1,0.576476019338444,0.59771313862867,NA,NA,NA,1,NA,"d","state_senate"
"5688","de10001",1972,"de","","10",0.354351174432037,0.354351174432037,0.476592701839065,NA,NA,NA,-1,0.442502210116627,"r","state_senate"
"5689","de10001",1974,"de","","10",NA,0.354351174432037,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5690","de10001",1976,"de","","10",0.355416914240444,0.355416914240444,0.476592701839065,NA,NA,NA,-1,0.442502210116627,"r","state_senate"
"5691","de10001",1978,"de","","10",NA,0.355416914240444,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5692","de10001",1980,"de","","10",0.480939545629573,0.480939545629573,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5693","de10002",1982,"de","","10",0.308237861429351,0.308237861429351,0.443584531850389,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5694","de10002",1984,"de","","10",0,0.506162064026585,0.443584531850389,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5695","de10002",1986,"de","","10",NA,0.558538395376436,0.443584531850389,NA,NA,NA,0,0.439088026000273,"r","state_senate"
"5696","de10002",1988,"de","","10",0,0.548456381020692,0.443584531850389,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5697","de10002",1990,"de","","10",NA,0.550797434863327,0.443584531850389,NA,NA,NA,0,0.439088026000273,"r","state_senate"
"5698","de10003",1992,"de","","10",0.468265911303886,0.468265911303886,0.602596,NA,NA,NA,-1,NA,"r","state_senate"
"5699","de10003",1994,"de","","10",0.408082854891366,0.408082854891366,0.602596,NA,NA,NA,0,NA,"r","state_senate"
"5700","de10003",1996,"de","","10",NA,0.408082854891366,0.602596,NA,NA,NA,0,NA,"r","state_senate"
"5701","de10003",1998,"de","","10",0.35981308411215,0.35981308411215,0.602596,NA,NA,NA,-1,NA,"r","state_senate"
"5702","de10003",2000,"de","","10",NA,0.35981308411215,0.602596,NA,NA,NA,0,NA,"r","state_senate"
"5703","de10004",2002,"de","","10",0.405669960291809,0.405669960291809,0.606698174521916,NA,NA,NA,-1,NA,"r","state_senate"
"5704","de10004",2004,"de","","10",0.448905482815057,0.448905482815057,0.606698174521916,NA,NA,NA,-1,NA,"r","state_senate"
"5705","de10004",2006,"de","","10",NA,0.448905482815057,0.606698174521916,NA,NA,NA,0,NA,"r","state_senate"
"5706","de10004",2008,"de","","10",0.648961382963892,0.648961382963892,0.606698174521916,NA,NA,NA,0,NA,"d","state_senate"
"5707","de10004",2010,"de","","10",NA,0.648961382963892,0.606698174521916,NA,NA,NA,0,NA,"d","state_senate"
"5708","de10005",2012,"de","","10",1,0.581076905142601,0.595275671029847,0.594995322731525,0.571093256296831,0.619738434061186,1,NA,"d","state_senate"
"5709","de10005",2014,"de","","10",0.510948905109489,0.510948905109489,0.595275671029847,0.594995322731525,0.571093256296831,0.619738434061186,1,NA,"d","state_senate"
"5710","de10005",2016,"de","","10",NA,0.510948905109489,0.595275671029847,0.594995322731525,0.571093256296831,0.619738434061186,0,NA,"d","state_senate"
"5711","de10005",2018,"de","","10",0.62067681174843,0.62067681174843,0.595275671029847,0.594995322731525,0.571093256296831,0.619738434061186,0,NA,"d","state_senate"
"5712","de10005",2020,"de","","10",NA,0.62067681174843,0.595275671029847,0.594995322731525,0.571093256296831,0.619738434061186,0,NA,"d","state_senate"
"5713","de10006",2022,"de","","10",1,0.577092235172071,0.615165119464313,NA,NA,NA,1,NA,"d","state_senate"
"5714","de10006",2024,"de","","10",1,0.58480852867491,0.615165119464313,NA,NA,NA,1,NA,"d","state_senate"
"5715","de1001",1972,"de","","1",0.39642974662718,0.39642974662718,0.476592701839065,NA,NA,NA,-1,0.442502210116627,"r","state_senate"
"5716","de1001",1974,"de","","1",NA,0.39642974662718,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5717","de1001",1976,"de","","1",0.522263200503733,0.522263200503733,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5718","de1001",1978,"de","","1",NA,0.522263200503733,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5719","de1001",1980,"de","","1",0.56414809553405,0.56414809553405,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5720","de1002",1982,"de","","1",0.627405096203848,0.627405096203848,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5721","de1002",1984,"de","","1",NA,0.627405096203848,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5722","de1002",1986,"de","","1",1,0.627831030690633,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5723","de1002",1988,"de","","1",NA,0.555829807159662,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5724","de1002",1990,"de","","1",0.591922910350801,0.591922910350801,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5725","de1003",1992,"de","","1",0.634856566239008,0.634856566239008,0.7048418,NA,NA,NA,1,NA,"d","state_senate"
"5726","de1003",1994,"de","","1",NA,0.634856566239008,0.7048418,NA,NA,NA,0,NA,"d","state_senate"
"5727","de1003",1996,"de","","1",0.616292705808772,0.616292705808772,0.7048418,NA,NA,NA,1,NA,"d","state_senate"
"5728","de1003",1998,"de","","1",NA,0.616292705808772,0.7048418,NA,NA,NA,0,NA,"d","state_senate"
"5729","de1003",2000,"de","","1",0.636253990776871,0.636253990776871,0.7048418,NA,NA,NA,1,NA,"d","state_senate"
"5730","de1004",2002,"de","","1",0.641174004192872,0.641174004192872,0.727158141837396,NA,NA,NA,1,NA,"d","state_senate"
"5731","de1004",2004,"de","","1",NA,0.641174004192872,0.727158141837396,NA,NA,NA,0,NA,"d","state_senate"
"5732","de1004",2006,"de","","1",0.688682376369067,0.688682376369067,0.727158141837396,NA,NA,NA,1,NA,"d","state_senate"
"5733","de1004",2008,"de","","1",NA,0.688682376369067,0.727158141837396,NA,NA,NA,0,NA,"d","state_senate"
"5734","de1004",2010,"de","","1",1,0.742596425176725,0.727158141837396,NA,NA,NA,1,NA,"d","state_senate"
"5735","de1005",2012,"de","","1",1,0.740437336616834,0.72972067627095,0.716762734898543,0.718407248450167,0.753992045464141,1,NA,"d","state_senate"
"5736","de1005",2014,"de","","1",NA,0.610229784161508,0.72972067627095,0.716762734898543,0.718407248450167,0.753992045464141,0,NA,"d","state_senate"
"5737","de1005",2016,"de","","1",0.563245143209994,0.563245143209994,0.72972067627095,0.716762734898543,0.718407248450167,0.753992045464141,1,NA,"d","state_senate"
"5738","de1005",2018,"de","","1",NA,0.563245143209994,0.72972067627095,0.716762734898543,0.718407248450167,0.753992045464141,0,NA,"d","state_senate"
"5739","de1005",2020,"de","","1",0.732974053631188,0.732974053631188,0.72972067627095,0.716762734898543,0.718407248450167,0.753992045464141,0,NA,"d","state_senate"
"5740","de1006",2022,"de","","1",1,0.715496323031415,0.744623038652889,NA,NA,NA,1,NA,"d","state_senate"
"5741","de1006",2024,"de","","1",NA,0.70298796399777,0.744623038652889,NA,NA,NA,0,NA,"d","state_senate"
"5742","de11001",1972,"de","","11",0.401787326232172,0.401787326232172,0.476592701839065,NA,NA,NA,-1,0.442502210116627,"r","state_senate"
"5743","de11001",1974,"de","","11",NA,0.401787326232172,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5744","de11001",1976,"de","","11",0.653362602274995,0.653362602274995,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5745","de11001",1978,"de","","11",NA,0.653362602274995,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5746","de11001",1980,"de","","11",0.49394250513347,0.49394250513347,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5747","de11002",1982,"de","","11",0.632959863849099,0.632959863849099,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5748","de11002",1984,"de","","11",0.553258206761391,0.553258206761391,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5749","de11002",1986,"de","","11",NA,0.553258206761391,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5750","de11002",1988,"de","","11",0.513465346534653,0.513465346534653,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5751","de11002",1990,"de","","11",NA,0.513465346534653,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5752","de11003",1992,"de","","11",1,0.559911873785075,0.6714918,NA,NA,NA,1,NA,"d","state_senate"
"5753","de11003",1994,"de","","11",0.47940074906367,0.47940074906367,0.6714918,NA,NA,NA,0,NA,"r","state_senate"
"5754","de11003",1996,"de","","11",NA,0.47940074906367,0.6714918,NA,NA,NA,0,NA,"r","state_senate"
"5755","de11003",1998,"de","","11",0.519245397839647,0.519245397839647,0.6714918,NA,NA,NA,0,NA,"d","state_senate"
"5756","de11003",2000,"de","","11",NA,0.519245397839647,0.6714918,NA,NA,NA,0,NA,"d","state_senate"
"5757","de11004",2002,"de","","11",1,0.729906273958741,0.717164928257636,NA,NA,NA,1,NA,"d","state_senate"
"5758","de11004",2004,"de","","11",1,0.785331428764867,0.717164928257636,NA,NA,NA,1,NA,"d","state_senate"
"5759","de11004",2006,"de","","11",NA,0.7635494919267,0.717164928257636,NA,NA,NA,0,NA,"d","state_senate"
"5760","de11004",2008,"de","","11",1,0.818949531730521,0.717164928257636,NA,NA,NA,1,NA,"d","state_senate"
"5761","de11004",2010,"de","","11",NA,0.749149778265382,0.717164928257636,NA,NA,NA,0,NA,"d","state_senate"
"5762","de11005",2012,"de","","11",0.783668494820232,0.783668494820232,0.722771450437763,0.739658946883281,0.70299022426682,0.725665180163188,0,NA,"d","state_senate"
"5763","de11005",2014,"de","","11",1,0.747269261659589,0.722771450437763,0.739658946883281,0.70299022426682,0.725665180163188,1,NA,"d","state_senate"
"5764","de11005",2016,"de","","11",NA,0.687897209967655,0.722771450437763,0.739658946883281,0.70299022426682,0.725665180163188,0,NA,"d","state_senate"
"5765","de11005",2018,"de","","11",0.757560337307357,0.757560337307357,0.722771450437763,0.739658946883281,0.70299022426682,0.725665180163188,1,NA,"d","state_senate"
"5766","de11005",2020,"de","","11",NA,0.757560337307357,0.722771450437763,0.739658946883281,0.70299022426682,0.725665180163188,0,NA,"d","state_senate"
"5767","de11006",2022,"de","","11",1,0.695598747062001,0.721479541143528,NA,NA,NA,1,NA,"d","state_senate"
"5768","de11006",2024,"de","","11",1,0.700313594586485,0.721479541143528,NA,NA,NA,1,NA,"d","state_senate"
"5769","de12001",1972,"de","","12",0.620025005209419,0.620025005209419,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5770","de12001",1974,"de","","12",NA,0.620025005209419,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5771","de12001",1976,"de","","12",0.548612628359187,0.548612628359187,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5772","de12001",1978,"de","","12",NA,0.548612628359187,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5773","de12001",1980,"de","","12",0.35385780759658,0.35385780759658,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5774","de12002",1982,"de","","12",0,0.423237027588005,0.443584531850388,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5775","de12002",1984,"de","","12",NA,0.464161488051252,0.443584531850388,NA,NA,NA,0,0.439088026000273,"r","state_senate"
"5776","de12002",1986,"de","","12",0,0.450045480772081,0.443584531850388,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5777","de12002",1988,"de","","12",NA,0.438350778528756,0.443584531850388,NA,NA,NA,0,0.439088026000273,"r","state_senate"
"5778","de12002",1990,"de","","12",0.400681431005111,0.400681431005111,0.443584531850388,NA,NA,NA,-1,0.439088026000273,"r","state_senate"
"5779","de12003",1992,"de","","12",0.374127368571021,0.374127368571021,0.6633572,NA,NA,NA,-1,NA,"r","state_senate"
"5780","de12003",1994,"de","","12",NA,0.374127368571021,0.6633572,NA,NA,NA,0,NA,"r","state_senate"
"5781","de12003",1996,"de","","12",0.457631796853436,0.457631796853436,0.6633572,NA,NA,NA,-1,NA,"r","state_senate"
"5782","de12003",1998,"de","","12",NA,0.457631796853436,0.6633572,NA,NA,NA,0,NA,"r","state_senate"
"5783","de12003",2000,"de","","12",0.442591111618874,0.442591111618874,0.6633572,NA,NA,NA,0,NA,"r","state_senate"
"5784","de12004",2002,"de","","12",0,0.541266315525609,0.680731189049418,NA,NA,NA,-1,NA,"r","state_senate"
"5785","de12004",2004,"de","","12",NA,0.648415441420009,0.680731189049418,NA,NA,NA,0,NA,"r","state_senate"
"5786","de12004",2006,"de","","12",0,0.601173088198039,0.680731189049418,NA,NA,NA,-1,NA,"r","state_senate"
"5787","de12004",2008,"de","","12",NA,0.683423722793388,0.680731189049418,NA,NA,NA,0,NA,"r","state_senate"
"5788","de12004",2010,"de","","12",0,0.616122596842792,0.680731189049418,NA,NA,NA,-1,NA,"r","state_senate"
"5789","de12005",2012,"de","","12",0.611784271798527,0.611784271798527,0.674479491674566,0.689726800632197,0.651073684210526,0.682637990180974,0,NA,"d","state_senate"
"5790","de12005",2014,"de","","12",NA,0.611784271798527,0.674479491674566,0.689726800632197,0.651073684210526,0.682637990180974,0,NA,"d","state_senate"
"5791","de12005",2016,"de","","12",1,0.618651664420944,0.674479491674566,0.689726800632197,0.651073684210526,0.682637990180974,1,NA,"d","state_senate"
"5792","de12005",2018,"de","","12",NA,0.694247818040088,0.674479491674566,0.689726800632197,0.651073684210526,0.682637990180974,0,NA,"d","state_senate"
"5793","de12005",2020,"de","","12",1,0.688836557862793,0.674479491674566,0.689726800632197,0.651073684210526,0.682637990180974,1,NA,"d","state_senate"
"5794","de12006",2022,"de","","12",0.621490215145253,0.621490215145253,0.657962328767123,NA,NA,NA,1,NA,"d","state_senate"
"5795","de12006",2024,"de","","12",NA,0.621490215145253,0.657962328767123,NA,NA,NA,0,NA,"d","state_senate"
"5796","de13001",1972,"de","","13",1,0.513475661584705,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5797","de13001",1974,"de","","13",NA,0.541992415461841,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5798","de13001",1976,"de","","13",0.574846206425154,0.574846206425154,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5799","de13001",1978,"de","","13",NA,0.574846206425154,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5800","de13001",1980,"de","","13",1,0.509719431161811,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5801","de13002",1982,"de","","13",1,0.639629711883612,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5802","de13002",1984,"de","","13",NA,0.54977702566828,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5803","de13002",1986,"de","","13",0.658963791580807,0.658963791580807,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5804","de13002",1988,"de","","13",NA,0.658963791580807,0.443584531850389,NA,NA,NA,0,0.439088026000273,"d","state_senate"
"5805","de13002",1990,"de","","13",1,0.647717371918304,0.443584531850389,NA,NA,NA,1,0.439088026000273,"d","state_senate"
"5806","de13003",1992,"de","","13",1,0.672693161295109,0.7474881,NA,NA,NA,1,NA,"d","state_senate"
"5807","de13003",1994,"de","","13",NA,0.657003239875214,0.7474881,NA,NA,NA,0,NA,"d","state_senate"
"5808","de13003",1996,"de","","13",1,0.728614795814218,0.7474881,NA,NA,NA,1,NA,"d","state_senate"
"5809","de13003",1998,"de","","13",NA,0.720584354513883,0.7474881,NA,NA,NA,0,NA,"d","state_senate"
"5810","de13003",2000,"de","","13",1,0.745774894364705,0.7474881,NA,NA,NA,1,NA,"d","state_senate"
"5811","de13004",2002,"de","","13",1,0.767005273729079,0.76170334503823,NA,NA,NA,1,NA,"d","state_senate"
"5812","de13004",2004,"de","","13",NA,0.749805381654155,0.76170334503823,NA,NA,NA,0,NA,"d","state_senate"
"5813","de13004",2006,"de","","13",1,0.786693688313006,0.76170334503823,NA,NA,NA,1,NA,"d","state_senate"
"5814","de13004",2008,"de","","13",NA,0.811919656784973,0.76170334503823,NA,NA,NA,0,NA,"d","state_senate"
"5815","de13004",2010,"de","","13",1,0.800622055644862,0.76170334503823,NA,NA,NA,1,NA,"d","state_senate"
"5816","de13005",2012,"de","","13",1,0.77810569100773,0.758465960187895,0.782425587615958,0.736893148496777,0.756079144450951,1,NA,"d","state_senate"
"5817","de13005",2014,"de","","13",NA,0.719951595071151,0.758465960187895,0.782425587615958,0.736893148496777,0.756079144450951,0,NA,"d","state_senate"
"5818","de13005",2016,"de","","13",1,0.730414273707235,0.758465960187895,0.782425587615958,0.736893148496777,0.756079144450951,1,NA,"d","state_senate"
"5819","de13005",2018,"de","","13",NA,0.786958546209436,0.758465960187895,0.782425587615958,0.736893148496777,0.756079144450951,0,NA,"d","state_senate"
"5820","de13005",2020,"de","","13",0.758356282736649,0.758356282736649,0.758465960187895,0.782425587615958,0.736893148496777,0.756079144450951,0,NA,"d","state_senate"
"5821","de13006",2022,"de","","13",1,0.732496569157996,0.761367589325647,NA,NA,NA,1,NA,"d","state_senate"
"5822","de13006",2024,"de","","13",NA,0.720466612036121,0.761367589325647,NA,NA,NA,0,NA,"d","state_senate"
"5823","de14001",1972,"de","","14",0.531464637089289,0.531464637089289,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5824","de14001",1974,"de","","14",0.653766074709124,0.653766074709124,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5825","de14001",1976,"de","","14",NA,0.653766074709124,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5826","de14001",1978,"de","","14",0.596497292314783,0.596497292314783,0.476592701839065,NA,NA,NA,1,0.442502210116627,"d","state_senate"
"5827","de14001",1980,"de","","14",NA,0.596497292314783,0.476592701839065,NA,NA,NA,0,0.442502210116627,"d","state_senate"
"5828","de14002",1982,"de","","14",0.56457724369384,0.56457724369384,0.434100100565716,NA,NA,NA,1,0.43515829088544,"d","state_senate"
"5829","de14002",1984,"de","","14",NA,0.56457724369384,0.434100100565716,NA,NA,NA,0,0.43515829088544,"d","state_senate"
"5830","de14002",1986,"de","","14",1,0.634283606909223,0.434100100565716,NA,NA,NA,1,0.43515829088544,"d","state_senate"
"5831","de14002",1988,"de","","14",NA,0.564490860827301,0.434100100565716,NA,NA,NA,0,0.43515829088544,"d","state_senate"
"5832","de14002",1990,"de","","14",0.628870890900429,0.628870890900429,0.434100100565716,NA,NA,NA,1,0.43515829088544,"d","state_senate"
"5833","de14003",1992,"de","","14",1,0.617183151172857,0.5558116,NA,NA,NA,1,NA,"d","state_senate"
"5834","de14003",1994,"de","","14",NA,0.56404326014249,0.5558116,NA,NA,NA,0,NA,"d","state_senate"
"5835","de14003",1996,"de","","14",0.631849067514819,0.631849067514819,0.5558116,NA,NA,NA,1,NA,"d","state_senate"
"5836","de14003",1998,"de","","14",NA,0.631849067514819,0.5558116,NA,NA,NA,0,NA,"d","state_senate"
"5837","de14003",2000,"de","","14",1,0.607492839216266,0.5558116,NA,NA,NA,1,NA,"d","state_senate"
"5838","de14004",2002,"de","","14",0.599582804280791,0.599582804280791,0.569853955523909,NA,NA,NA,1,NA,"d","state_senate"
"5839","de14004",2004,"de","","14",NA,0.599582804280791,0.569853955523909,NA,NA,NA,0,NA,"d","state_senate"
"5840","de14004",2006,"de","","14",0.632054856453922,0.632054856453922,0.569853955523909,NA,NA,NA,1,NA,"d","state_senate"
"5841","de14004",2008,"de","","14",NA,0.632054856453922,0.569853955523909,NA,NA,NA,0,NA,"d","state_senate"
"5842","de14004",2010,"de","","14",0.65566568443611,0.65566568443611,0.569853955523909,NA,NA,NA,0,NA,"d","state_senate"
"5843","de14005",2012,"de","","14",0.611238124269674,0.611238124269674,0.5486347541015,0.572043329870901,0.511730337078652,0.562130595354946,1,NA,"d","state_senate"
"5844","de14005",2014,"de","","14",NA,0.611238124269674,0.5486347541015,0.572043329870901,0.511730337078652,0.562130595354946,0,NA,"d","state_senate"
"5845","de14005",2016,"de","","14",0.595520538243626,0.595520538243626,0.5486347541015,0.572043329870901,0.511730337078652,0.562130595354946,1,NA,"d","state_senate"
"5846","de14005",2018,"de","","14",NA,0.595520538243626,0.5486347541015,0.572043329870901,0.511730337078652,0.562130595354946,0,NA,"d","state_senate"
"5847","de14005",2020,"de","","14",0.594928032899246,0.594928032899246,0.5486347541015,0.572043329870901,0.511730337078652,0.562130595354946,1,NA,"d","state_senate"
"5848","de14006",2022,"de","","14",0.518285538082023,0.518285538082023,0.562502511351308,NA,NA,NA,0,NA,"d","state_senate"
"5849","de14006",2024,"de","","14",NA,0.518285538082023,0.562502511351308,NA,NA,NA,0,NA,"d","state_senate"
"5850","de15001",1972,"de","","15",0.41583885209713,0.41583885209713,0.476592701839065,NA,NA,NA,-1,0.442502210116627,"r","state_senate"
"5851","de15001",1974,"de","","15",NA,0.41583885209713,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
"5852","de15001",1976,"de","","15",0.477791411042945,0.477791411042945,0.476592701839065,NA,NA,NA,0,0.442502210116627,"r","state_senate"
