"","stdistdecade","cycle","stateabrev","distnamez","distz","post","dem_share","dem_share_imputed","pres_dem_prop","pres_dem_prop_2012","pres_dem_prop_2016","pres_dem_prop_2020","pres_dem_prop_2024","incumb","gov_sen_dem_prop","party_winner","chamber"
"5773","az130m23",2000,"az","","13",0,0.546611918573073,0.548363654569312,0.54145610332489,NA,NA,NA,NA,0,NA,"d","state_house"
"5774","az130m24",2002,"az","","13",0,1,0.551130967808934,0.597752904101724,NA,NA,NA,NA,0,NA,"d","state_house"
"5775","az130m24",2004,"az","","13",0,1,0.570348166679248,0.597752904101724,NA,NA,NA,NA,0,NA,"d","state_house"
"5776","az130m24",2006,"az","","13",0,1,0.649875669939961,0.597752904101724,NA,NA,NA,NA,1,NA,"d","state_house"
"5777","az130m24",2008,"az","","13",0,1,0.678466050387551,0.597752904101724,NA,NA,NA,NA,1,NA,"d","state_house"
"5778","az130m24",2010,"az","","13",0,1,0.607177401678053,0.597752904101724,NA,NA,NA,NA,0,NA,"d","state_house"
"5779","az130m25",2012,"az","","13",0,0,0.366556394901159,0.362616647786568,0.339544267742701,0.35845052385076,0.389855151766242,NA,-1,NA,"r","state_house"
"5780","az130m25",2014,"az","","13",0,0,0.283698354375227,0.362616647786568,0.339544267742701,0.35845052385076,0.389855151766242,NA,-1,NA,"r","state_house"
"5781","az130m25",2016,"az","","13",0,0,0.361675901779801,0.362616647786568,0.339544267742701,0.35845052385076,0.389855151766242,NA,0,NA,"r","state_house"
"5782","az130m25",2018,"az","","13",0,0,0.374381044506273,0.362616647786568,0.339544267742701,0.35845052385076,0.389855151766242,NA,0,NA,"r","state_house"
"5783","az130m25",2020,"az","","13",0,0,0.368325356448618,0.362616647786568,0.339544267742701,0.35845052385076,0.389855151766242,NA,-1,NA,"r","state_house"
"5784","az130m26",2022,"az","","13",0,0.519878754477818,0.520355417792135,0.504643772950768,NA,NA,0.515287545901537,0.494,1,NA,"d","state_house"
"5785","az130m26",2024,"az","","13",0,0.470755576832782,0.476331574603726,0.504643772950768,NA,NA,0.515287545901537,0.494,0,NA,"r","state_house"
"5786","az140m11",1972,"az","","14",0,NA,0.515506979989498,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,NA,"state_house"
"5787","az140m11",1974,"az","","14",0,0.501466040085151,0.501510122607614,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"d","state_house"
"5788","az140m11",1976,"az","","14",0,0.462765119283981,0.463617538491246,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"r","state_house"
"5789","az140m11",1978,"az","","14",0,0.432923394667668,0.434880813065461,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"r","state_house"
"5790","az140m11",1980,"az","","14",0,0.448460154513705,0.446311321617103,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"r","state_house"
"5791","az140m12",1982,"az","","14",0,0.500302526092876,0.500475705831726,0.459386140296732,NA,NA,NA,NA,0,0.652300765097716,"d","state_house"
"5792","az140m12",1984,"az","","14",0,0.53246717422487,0.533364346789646,0.459386140296732,NA,NA,NA,NA,1,0.652300765097716,"d","state_house"
"5793","az140m12",1986,"az","","14",0,0.48335815467738,0.4835715709915,0.459386140296732,NA,NA,NA,NA,-1,0.652300765097716,"r","state_house"
"5794","az140m12",1988,"az","","14",0,0.515756863582951,0.515396666019999,0.459386140296732,NA,NA,NA,NA,0,0.652300765097716,"d","state_house"
"5795","az140m12",1990,"az","","14",0,0.525974025974026,0.526704337047681,0.459386140296732,NA,NA,NA,NA,0,0.652300765097716,"d","state_house"
"5796","az140m13",1992,"az","","14",0,1,0.571642565575995,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5797","az140m13",1994,"az","","14",0,0.520518484073471,0.520510724857132,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5798","az140m13",1996,"az","","14",0,0.533473400254196,0.534142879641945,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5799","az140m13",1998,"az","","14",0,0.556617811174764,0.558029363825151,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5800","az140m13",2000,"az","","14",0,0.497093023255814,0.498670052157243,0.577047169208527,NA,NA,NA,NA,0,NA,"r","state_house"
"5801","az140m14",2002,"az","","14",0,0.642349393264881,0.642403197379425,0.620386208152206,NA,NA,NA,NA,0,NA,"d","state_house"
"5802","az140m14",2004,"az","","14",0,1,0.666551721646356,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5803","az140m14",2006,"az","","14",0,0.628481170504614,0.629348123918413,0.620386208152206,NA,NA,NA,NA,0,NA,"d","state_house"
"5804","az140m14",2008,"az","","14",0,1,0.67317906727564,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5805","az140m14",2010,"az","","14",0,1,0.653553545565558,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5806","az140m15",2012,"az","","14",0,0.389172295876896,0.390159924066197,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5807","az140m15",2014,"az","","14",0,0.394576377186735,0.390410997016294,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5808","az140m15",2016,"az","","14",0,0.37181636937377,0.37407990366474,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,0,NA,"r","state_house"
"5809","az140m15",2018,"az","","14",0,0.357226415619865,0.358225835098194,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5810","az140m15",2020,"az","","14",0,0.360051422799482,0.360072077262174,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5811","az140m16",2022,"az","","14",0,0.436389396610463,0.433113999571623,0.414696438486555,NA,NA,0.42139287697311,0.408,0,NA,"r","state_house"
"5812","az140m16",2024,"az","","14",0,0,0.401856647853046,0.414696438486555,NA,NA,0.42139287697311,0.408,0,NA,"r","state_house"
"5813","az140m21",1972,"az","","14",0,NA,0.513876344570791,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,NA,"state_house"
"5814","az140m21",1974,"az","","14",0,0.413593898090897,0.413157644650358,0.44071366877389,NA,NA,NA,NA,-1,0.60346288096904,"r","state_house"
"5815","az140m21",1976,"az","","14",0,0.404086892488954,0.403630687481352,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"r","state_house"
"5816","az140m21",1978,"az","","14",0,0.275427418985195,0.279000908450506,0.44071366877389,NA,NA,NA,NA,-1,0.60346288096904,"r","state_house"
"5817","az140m21",1980,"az","","14",0,0.365528446174963,0.365231214011324,0.44071366877389,NA,NA,NA,NA,0,0.60346288096904,"r","state_house"
"5818","az140m22",1982,"az","","14",0,0.417043008483518,0.419110745214738,0.459386140296732,NA,NA,NA,NA,0,0.652300765097716,"r","state_house"
"5819","az140m22",1984,"az","","14",0,0,0.393318361493893,0.459386140296732,NA,NA,NA,NA,-1,0.652300765097716,"r","state_house"
"5820","az140m22",1986,"az","","14",0,0.60993517424161,0.608184575394133,0.459386140296732,NA,NA,NA,NA,1,0.652300765097716,"d","state_house"
"5821","az140m22",1988,"az","","14",0,0.655357869643584,0.653472753682521,0.459386140296732,NA,NA,NA,NA,1,0.652300765097716,"d","state_house"
"5822","az140m22",1990,"az","","14",0,0.597213104971057,0.598832353062058,0.459386140296732,NA,NA,NA,NA,1,0.652300765097716,"d","state_house"
"5823","az140m23",1992,"az","","14",0,1,0.602966508840818,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5824","az140m23",1994,"az","","14",0,1,0.506997316763509,0.577047169208527,NA,NA,NA,NA,0,NA,"d","state_house"
"5825","az140m23",1996,"az","","14",0,0.58020930298158,0.580765035286,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5826","az140m23",1998,"az","","14",0,1,0.612588830508126,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5827","az140m23",2000,"az","","14",0,1,0.636660845743583,0.577047169208527,NA,NA,NA,NA,1,NA,"d","state_house"
"5828","az140m24",2002,"az","","14",0,0.67557814111062,0.673475879011696,0.620386208152206,NA,NA,NA,NA,0,NA,"d","state_house"
"5829","az140m24",2004,"az","","14",0,1,0.694183580129418,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5830","az140m24",2006,"az","","14",0,1,0.71110374775864,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5831","az140m24",2008,"az","","14",0,1,0.720165241337661,0.620386208152206,NA,NA,NA,NA,1,NA,"d","state_house"
"5832","az140m24",2010,"az","","14",0,1,0.639992294387792,0.620386208152206,NA,NA,NA,NA,0,NA,"d","state_house"
"5833","az140m25",2012,"az","","14",0,0.386295748304067,0.38677357300716,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5834","az140m25",2014,"az","","14",0,0,0.28757226521543,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5835","az140m25",2016,"az","","14",0,0.35545770328379,0.35506707897692,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,0,NA,"r","state_house"
"5836","az140m25",2018,"az","","14",0,0.343991813390154,0.345233194241569,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,0,NA,"r","state_house"
"5837","az140m25",2020,"az","","14",0,0.336728265434691,0.340084197132366,0.366370390850636,0.363358280235525,0.359625783194576,0.376127109121807,NA,-1,NA,"r","state_house"
"5838","az140m26",2022,"az","","14",0,0,0.398346040279763,0.414696438486555,NA,NA,0.42139287697311,0.408,-1,NA,"r","state_house"
"5839","az140m26",2024,"az","","14",0,0,0.38606038390416,0.414696438486555,NA,NA,0.42139287697311,0.408,-1,NA,"r","state_house"
"5840","az150m11",1972,"az","","15",0,NA,0.499647963024848,0.305717912138444,NA,NA,NA,NA,0,0.458340375491905,NA,"state_house"
"5841","az150m11",1974,"az","","15",0,0.439037214465152,0.438682432580449,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5842","az150m11",1976,"az","","15",0,0,0.393376795411142,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5843","az150m11",1978,"az","","15",0,0,0.353770600967357,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5844","az150m11",1980,"az","","15",0,0,0.315013847170055,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5845","az150m12",1982,"az","","15",0,0.340259508627993,0.343121417102583,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5846","az150m12",1984,"az","","15",0,0.365175371223758,0.36060996906944,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5847","az150m12",1986,"az","","15",0,0,0.351344682162576,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5848","az150m12",1988,"az","","15",0,0.357383267443103,0.360736159962103,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5849","az150m12",1990,"az","","15",0,0.437319866350397,0.435944565724447,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5850","az150m13",1992,"az","","15",0,0.390664738443126,0.392071884946858,0.413180738687515,NA,NA,NA,NA,0,NA,"r","state_house"
"5851","az150m13",1994,"az","","15",0,0,0.302437786314377,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5852","az150m13",1996,"az","","15",0,0.413350980229961,0.411671647631935,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5853","az150m13",1998,"az","","15",0,0.419446871947772,0.420102724284025,0.413180738687515,NA,NA,NA,NA,0,NA,"r","state_house"
"5854","az150m13",2000,"az","","15",0,0.442356749529389,0.443473152766766,0.413180738687515,NA,NA,NA,NA,0,NA,"r","state_house"
"5855","az150m14",2002,"az","","15",0,0.530971712938711,0.532674054433905,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5856","az150m14",2004,"az","","15",0,0.606938405230394,0.605041240963957,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5857","az150m14",2006,"az","","15",0,0.67157867760123,0.670934325452544,0.619588657387713,NA,NA,NA,NA,1,NA,"d","state_house"
"5858","az150m14",2008,"az","","15",0,0.638571147522554,0.643174614651082,0.619588657387713,NA,NA,NA,NA,1,NA,"d","state_house"
"5859","az150m14",2010,"az","","15",0,0.628319317287377,0.625944985899667,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5860","az150m15",2012,"az","","15",0,0.405360582749691,0.405780573897933,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,0,NA,"r","state_house"
"5861","az150m15",2014,"az","","15",0,0,0.342920212472031,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5862","az150m15",2016,"az","","15",0,0.410100378512969,0.409321739200923,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5863","az150m15",2018,"az","","15",0,0.439016893584081,0.43834220599697,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5864","az150m15",2020,"az","","15",0,0.453906243582688,0.45180558748651,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,0,NA,"r","state_house"
"5865","az150m16",2022,"az","","15",0,0,0.34837330817125,0.354826088397058,NA,NA,0.363652176794116,0.346,0,NA,"r","state_house"
"5866","az150m16",2024,"az","","15",0,0.380730291410413,0.37029340112973,0.354826088397058,NA,NA,0.363652176794116,0.346,-1,NA,"r","state_house"
"5867","az150m21",1972,"az","","15",0,NA,0.477226046138429,0.305717912138444,NA,NA,NA,NA,0,0.458340375491905,NA,"state_house"
"5868","az150m21",1974,"az","","15",0,0.375361480624638,0.375945185236486,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5869","az150m21",1976,"az","","15",0,0,0.351987711308854,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5870","az150m21",1978,"az","","15",0,0,0.384196572662769,0.305717912138444,NA,NA,NA,NA,0,0.458340375491905,"r","state_house"
"5871","az150m21",1980,"az","","15",0,0,0.331364391765622,0.305717912138444,NA,NA,NA,NA,-1,0.458340375491905,"r","state_house"
"5872","az150m22",1982,"az","","15",0,0.325200713648528,0.325114327770225,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5873","az150m22",1984,"az","","15",0,0,0.216718590391777,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5874","az150m22",1986,"az","","15",0,0,0.261454752260861,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5875","az150m22",1988,"az","","15",0,0.296141207944401,0.297490148127556,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5876","az150m22",1990,"az","","15",0,0,0.319339084858151,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5877","az150m23",1992,"az","","15",0,0.341797536265854,0.343977461304935,0.413180738687515,NA,NA,NA,NA,0,NA,"r","state_house"
"5878","az150m23",1994,"az","","15",0,0,0.255472720568988,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5879","az150m23",1996,"az","","15",0,0,0.322792422175451,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5880","az150m23",1998,"az","","15",0,0,0.318961579857721,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5881","az150m23",2000,"az","","15",0,0,0.343982514866096,0.413180738687515,NA,NA,NA,NA,-1,NA,"r","state_house"
"5882","az150m24",2002,"az","","15",0,0.612874133363396,0.612787612949713,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5883","az150m24",2004,"az","","15",0,0.619202427394885,0.617397183172036,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5884","az150m24",2006,"az","","15",0,0.685887512899897,0.684932954587792,0.619588657387713,NA,NA,NA,NA,1,NA,"d","state_house"
"5885","az150m24",2008,"az","","15",0,1,0.71487707554779,0.619588657387713,NA,NA,NA,NA,1,NA,"d","state_house"
"5886","az150m24",2010,"az","","15",0,0.653461680858941,0.652755292413395,0.619588657387713,NA,NA,NA,NA,0,NA,"d","state_house"
"5887","az150m25",2012,"az","","15",0,0,0.393528422301411,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5888","az150m25",2014,"az","","15",0,0,0.319235270282634,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5889","az150m25",2016,"az","","15",0,0,0.371373147955346,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,-1,NA,"r","state_house"
"5890","az150m25",2018,"az","","15",0,0.421021746244908,0.420726340710648,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,0,NA,"r","state_house"
"5891","az150m25",2020,"az","","15",0,0,0.426363103491303,0.409703301263007,0.370563165260167,0.412330023527535,0.446216715001318,NA,0,NA,"r","state_house"
"5892","az150m26",2022,"az","","15",0,0,0.33677837340754,0.354826088397058,NA,NA,0.363652176794116,0.346,-1,NA,"r","state_house"
"5893","az150m26",2024,"az","","15",0,0,0.343698805698407,0.354826088397058,NA,NA,0.363652176794116,0.346,0,NA,"r","state_house"
"5894","az160m11",1972,"az","","16",0,NA,0.506650800770216,0.305012039279103,NA,NA,NA,NA,0,0.4579503831314,NA,"state_house"
"5895","az160m11",1974,"az","","16",0,0.441964502796013,0.442514756688799,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5896","az160m11",1976,"az","","16",0,0.459930085922441,0.459539433019431,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5897","az160m11",1978,"az","","16",0,0.45561974789916,0.455956718602468,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5898","az160m11",1980,"az","","16",0,0.466287239257121,0.46544964003412,0.305012039279103,NA,NA,NA,NA,0,0.4579503831314,"r","state_house"
"5899","az160m12",1982,"az","","16",0,0.371120166464366,0.370667303256431,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5900","az160m12",1984,"az","","16",0,0.312589267496429,0.312840707941519,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5901","az160m12",1986,"az","","16",0,0.348894929677343,0.347983309649695,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5902","az160m12",1988,"az","","16",0,0.418344233530069,0.419063322415783,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5903","az160m12",1990,"az","","16",0,0.483437520139202,0.480694049563597,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5904","az160m13",1992,"az","","16",0,0.466805121299952,0.468618838129125,0.460007131099701,NA,NA,NA,NA,0,NA,"r","state_house"
"5905","az160m13",1994,"az","","16",0,0,0.440816633322845,0.460007131099701,NA,NA,NA,NA,0,NA,"r","state_house"
"5906","az160m13",1996,"az","","16",0,0.473231701057386,0.472625284276539,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5907","az160m13",1998,"az","","16",0,0.429372455641754,0.429655210262467,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5908","az160m13",2000,"az","","16",0,0,0.414593894849231,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5909","az160m14",2002,"az","","16",0,1,0.640788939324386,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5910","az160m14",2004,"az","","16",0,1,0.690858339609418,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5911","az160m14",2006,"az","","16",0,0.656361221779548,0.65714752434535,0.68923986672122,NA,NA,NA,NA,0,NA,"d","state_house"
"5912","az160m14",2008,"az","","16",0,0.691074249605055,0.693311781814629,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5913","az160m14",2010,"az","","16",0,0.682307920939218,0.680910712314742,0.68923986672122,NA,NA,NA,NA,0,NA,"d","state_house"
"5914","az160m15",2012,"az","","16",0,0.379854405896866,0.383913561189901,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,0,NA,"r","state_house"
"5915","az160m15",2014,"az","","16",0,0.358160210469019,0.356129192493714,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5916","az160m15",2016,"az","","16",0,0.335543354397597,0.337643459644605,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5917","az160m15",2018,"az","","16",0,0.410392473531749,0.408844614540067,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,0,NA,"r","state_house"
"5918","az160m15",2020,"az","","16",0,0.406376531325811,0.402299702491088,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5919","az160m16",2022,"az","","16",0,0.504952474699314,0.500653108456161,0.46369978063303,NA,NA,0.475399561266061,0.452,0,NA,"d","state_house"
"5920","az160m16",2024,"az","","16",0,0.48067017124483,0.474907644367881,0.46369978063303,NA,NA,0.475399561266061,0.452,0,NA,"r","state_house"
"5921","az160m21",1972,"az","","16",0,NA,0.48497026774244,0.305012039279103,NA,NA,NA,NA,0,0.4579503831314,NA,"state_house"
"5922","az160m21",1974,"az","","16",0,0.413516609392898,0.412719800424418,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5923","az160m21",1976,"az","","16",0,0.397002527988443,0.395373690839085,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5924","az160m21",1978,"az","","16",0,0.336219767094655,0.338715957385792,0.305012039279103,NA,NA,NA,NA,0,0.4579503831314,"r","state_house"
"5925","az160m21",1980,"az","","16",0,0.384234545705988,0.381728291760048,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5926","az160m22",1982,"az","","16",0,0,0.427804914339619,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5927","az160m22",1984,"az","","16",0,0.292120099645995,0.291951355326021,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5928","az160m22",1986,"az","","16",0,0,0.335341594171789,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5929","az160m22",1988,"az","","16",0,0,0.344117761470295,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5930","az160m22",1990,"az","","16",0,0,0.417618904761976,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5931","az160m23",1992,"az","","16",0,0,0.485802416611751,0.460007131099701,NA,NA,NA,NA,0,NA,"r","state_house"
"5932","az160m23",1994,"az","","16",0,0,0.326087763895465,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5933","az160m23",1996,"az","","16",0,0,0.425412034770152,0.460007131099701,NA,NA,NA,NA,0,NA,"r","state_house"
"5934","az160m23",1998,"az","","16",0,0.355055698371894,0.355996291204452,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5935","az160m23",2000,"az","","16",0,0,0.382219652411013,0.460007131099701,NA,NA,NA,NA,-1,NA,"r","state_house"
"5936","az160m24",2002,"az","","16",0,1,0.578788118452925,0.68923986672122,NA,NA,NA,NA,0,NA,"d","state_house"
"5937","az160m24",2004,"az","","16",0,1,0.687494430449594,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5938","az160m24",2006,"az","","16",0,1,0.729800096450204,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5939","az160m24",2008,"az","","16",0,1,0.744928598685487,0.68923986672122,NA,NA,NA,NA,1,NA,"d","state_house"
"5940","az160m24",2010,"az","","16",0,1,0.683386573415231,0.68923986672122,NA,NA,NA,NA,0,NA,"d","state_house"
"5941","az160m25",2012,"az","","16",0,0,0.421984280008141,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,0,NA,"r","state_house"
"5942","az160m25",2014,"az","","16",0,0,0.299888591920061,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5943","az160m25",2016,"az","","16",0,0.323234315620603,0.323348741221265,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5944","az160m25",2018,"az","","16",0,0,0.345155865255585,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,-1,NA,"r","state_house"
"5945","az160m25",2020,"az","","16",0,0,0.37176845586508,0.362128853943568,0.356838618078561,0.349524280533183,0.380023663218961,NA,0,NA,"r","state_house"
"5946","az160m26",2022,"az","","16",0,0,0.464827449406278,0.46369978063303,NA,NA,0.475399561266061,0.452,0,NA,"r","state_house"
"5947","az160m26",2024,"az","","16",0,0,0.438628762368243,0.46369978063303,NA,NA,0.475399561266061,0.452,-1,NA,"r","state_house"
"5948","az170m11",1972,"az","","17",0,NA,0.482680430768789,0.305012039279103,NA,NA,NA,NA,0,0.4579503831314,NA,"state_house"
"5949","az170m11",1974,"az","","17",0,0.388685244888045,0.388985850391651,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5950","az170m11",1976,"az","","17",0,0.353947814300237,0.353356796332985,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5951","az170m11",1978,"az","","17",0,0.288152474082122,0.287941581124756,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5952","az170m11",1980,"az","","17",0,0.267918643186692,0.268967848484263,0.305012039279103,NA,NA,NA,NA,-1,0.4579503831314,"r","state_house"
"5953","az170m12",1982,"az","","17",0,0.361464218455744,0.363758916378404,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5954","az170m12",1984,"az","","17",0,0,0.266438490278531,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5955","az170m12",1986,"az","","17",0,0.343606119114808,0.342434298978432,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5956","az170m12",1988,"az","","17",0,0,0.405001120196804,0.31111091398231,NA,NA,NA,NA,0,0.486071884390073,"r","state_house"
"5957","az170m12",1990,"az","","17",0,0,0.39527175497369,0.31111091398231,NA,NA,NA,NA,-1,0.486071884390073,"r","state_house"
"5958","az170m13",1992,"az","","17",0,0,0.41383321466027,0.464786171913147,NA,NA,NA,NA,-1,NA,"r","state_house"
"5959","az170m13",1994,"az","","17",0,0,0.401514635253445,0.464786171913147,NA,NA,NA,NA,0,NA,"r","state_house"
"5960","az170m13",1996,"az","","17",0,0,0.429996760967285,0.464786171913147,NA,NA,NA,NA,-1,NA,"r","state_house"
"5961","az170m13",1998,"az","","17",0,0.419743968488429,0.417886801672093,0.464786171913147,NA,NA,NA,NA,-1,NA,"r","state_house"
"5962","az170m13",2000,"az","","17",0,0.422983671449777,0.423649120830742,0.464786171913147,NA,NA,NA,NA,0,NA,"r","state_house"
"5963","az170m14",2002,"az","","17",0,0.48011522021929,0.482085341988782,0.566003610967267,NA,NA,NA,NA,0,NA,"r","state_house"
"5964","az170m14",2004,"az","","17",0,0.485706255520758,0.486337436329863,0.566003610967267,NA,NA,NA,NA,0,NA,"r","state_house"
"5965","az170m14",2006,"az","","17",0,0.533314740631814,0.532763706482888,0.566003610967267,NA,NA,NA,NA,0,NA,"d","state_house"
